"cbsa10","state_num","zip","state_abbreviation","cbsa_name","zip_name","population_2016","allocation_factor"
"17140","39","45232","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Cincinnati, OH",6411.289,0.003 
"17140","39","45233","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Cincinnati, OH",15940.493,0.007 
"17140","39","45236","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Deer Park, OH",24757.78,0.011 
"17140","39","45237","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Cincinnati, OH",20188.804,0.009 
"17140","39","45238","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Cincinnati, OH",46143.532,0.021 
"17140","39","45239","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","White Oak, OH",28552.319,0.013 
"17140","39","45240","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Forest Park, OH",27514.694,0.013 
"17140","39","45241","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Sharonville, OH",23376.653,0.011 
"17140","39","45242","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Blue Ash, OH",22239.851,0.01 
"17140","39","45243","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Madeira, OH",15015.807,0.007 
"17140","39","45244","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Dry Run, OH",29070.6,0.013 
"17140","39","45245","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Cincinnati, OH",19073.656,0.009 
"17140","39","45246","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Springdale, OH",15277.214,0.007 
"17140","39","45247","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","White Oak, OH",22267.078,0.01 
"17140","39","45248","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Bridgetown, OH",25123.822,0.012 
"17140","39","45249","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Cincinnati, OH",13030.554,0.006 
"17140","39","45251","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Northbrook, OH",22578.667,0.01 
"17140","39","45252","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Dry Ridge, OH",4638.554,0.002 
"17140","39","45255","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Forestville, OH",22088.589,0.01 
"17140","39","45327","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Germantown, OH",148.705,0 
"17140","39","45342","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Miamisburg, OH",132.378,0 
"17140","39","45458","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Dayton, OH",1736.924,0.001 
"17140","39","45697","OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area","Winchester, OH",1191.405,0.001 
"17200","33","03280","NH","Claremont, NH Micropolitan Statistical Area","Washington, NH",1104.053,0.026 
"17200","33","03284","NH","Claremont, NH Micropolitan Statistical Area","Springfield, NH",982.145,0.023 
"17200","33","03601","NH","Claremont, NH Micropolitan Statistical Area","Acworth, NH",468.952,0.011 
"17200","33","03602","NH","Claremont, NH Micropolitan Statistical Area","Alstead, NH",704.903,0.016 
"17200","33","03603","NH","Claremont, NH Micropolitan Statistical Area","Charlestown, NH",5320.691,0.124 
"17200","33","03605","NH","Claremont, NH Micropolitan Statistical Area","Lempster, NH",1140.429,0.027 
"17200","33","03607","NH","Claremont, NH Micropolitan Statistical Area","South Acworth, NH",316.567,0.007 
"17200","33","03743","NH","Claremont, NH Micropolitan Statistical Area","Claremont, NH",13865.059,0.322 
"17200","33","03745","NH","Claremont, NH Micropolitan Statistical Area","Cornish, NH",1399.975,0.033 
"17200","33","03746","NH","Claremont, NH Micropolitan Statistical Area","Cornish Flat, NH",212.356,0.005 
"17200","33","03748","NH","Claremont, NH Micropolitan Statistical Area","Enfield, NH",185.811,0.004 
"17200","33","03751","NH","Claremont, NH Micropolitan Statistical Area","Georges Mills, NH (PO Boxes)",573.164,0.013 
"17200","33","03752","NH","Claremont, NH Micropolitan Statistical Area","Goshen, NH",796.334,0.019 
"17200","33","03753","NH","Claremont, NH Micropolitan Statistical Area","Grantham, NH",2920.874,0.068 
"17200","33","03754","NH","Claremont, NH Micropolitan Statistical Area","Guild, NH (PO Boxes)",84.549,0.002 
"17200","33","03770","NH","Claremont, NH Micropolitan Statistical Area","Meriden, NH",515.159,0.012 
"17200","33","03773","NH","Claremont, NH Micropolitan Statistical Area","Newport, NH",7708.709,0.179 
"17200","33","03781","NH","Claremont, NH Micropolitan Statistical Area","Plainfield, NH",1808.956,0.042 
"17200","33","03782","NH","Claremont, NH Micropolitan Statistical Area","Sunapee, NH",2895.313,0.067 
"17220","54","26301","WV","Clarksburg, WV Micropolitan Statistical Area","Clarksburg, WV",30127.122,0.322 
"17220","54","26323","WV","Clarksburg, WV Micropolitan Statistical Area","Anmoore, WV",595.91,0.006 
"17220","54","26330","WV","Clarksburg, WV Micropolitan Statistical Area","Bridgeport, WV",14104.08,0.151 
"17220","54","26339","WV","Clarksburg, WV Micropolitan Statistical Area","Center Point, WV",261.56,0.003 
"17220","54","26347","WV","Clarksburg, WV Micropolitan Statistical Area","Flemington, WV",1578.629,0.017 
"17220","54","26354","WV","Clarksburg, WV Micropolitan Statistical Area","Grafton, WV",11080.34,0.118 
"17220","54","26361","WV","Clarksburg, WV Micropolitan Statistical Area","Gypsy, WV",260.34,0.003 
"17220","54","26366","WV","Clarksburg, WV Micropolitan Statistical Area","Haywood, WV (PO Boxes)",142.543,0.002 
"17220","54","26369","WV","Clarksburg, WV Micropolitan Statistical Area","Hepzibah, WV",754.292,0.008 
"17220","54","26374","WV","Clarksburg, WV Micropolitan Statistical Area","Independence, WV",61.868,0.001 
"17220","54","26378","WV","Clarksburg, WV Micropolitan Statistical Area","Jane Lew, WV",945.339,0.01 
"17220","54","26385","WV","Clarksburg, WV Micropolitan Statistical Area","Lost Creek, WV",3832.831,0.041 
"17220","54","26386","WV","Clarksburg, WV Micropolitan Statistical Area","Lumberport, WV",2386.611,0.025 
"17220","54","26404","WV","Clarksburg, WV Micropolitan Statistical Area","Meadowbrook, WV",453.367,0.005 
"17220","54","26408","WV","Clarksburg, WV Micropolitan Statistical Area","Mount Clare, WV",2823.149,0.03 
"17220","54","26411","WV","Clarksburg, WV Micropolitan Statistical Area","New Milton, WV",725.188,0.008 
"17220","54","26415","WV","Clarksburg, WV Micropolitan Statistical Area","Pennsboro, WV",1127.272,0.012 
"17220","54","26422","WV","Clarksburg, WV Micropolitan Statistical Area","Reynoldsville, WV (PO Boxes)",599.87,0.006 
"17220","54","26424","WV","Clarksburg, WV Micropolitan Statistical Area","Rosemont, WV (PO Boxes)",317.322,0.003 
"17220","54","26426","WV","Clarksburg, WV Micropolitan Statistical Area","Salem, WV",7017.174,0.075 
"17220","54","26431","WV","Clarksburg, WV Micropolitan Statistical Area","Shinnston, WV",5894.37,0.063 
"17220","54","26435","WV","Clarksburg, WV Micropolitan Statistical Area","Simpson, WV (PO Boxes)",97.791,0.001 
"17220","54","26436","WV","Clarksburg, WV Micropolitan Statistical Area","Smithburg, WV (PO Boxes)",209.248,0.002 
"17220","54","26438","WV","Clarksburg, WV Micropolitan Statistical Area","Spelter, WV",174.22,0.002 
"17220","54","26440","WV","Clarksburg, WV Micropolitan Statistical Area","Thornton, WV",717.468,0.008 
"17220","54","26443","WV","Clarksburg, WV Micropolitan Statistical Area","Troy, WV",16.412,0 
"17220","54","26448","WV","Clarksburg, WV Micropolitan Statistical Area","Wallace, WV",1318.432,0.014 
"17220","54","26451","WV","Clarksburg, WV Micropolitan Statistical Area","West Milford, WV",678.071,0.007 
"17220","54","26456","WV","Clarksburg, WV Micropolitan Statistical Area","West Union, WV",3614.656,0.039 
"17220","54","26554","WV","Clarksburg, WV Micropolitan Statistical Area","Fairmont, WV",905.227,0.01 
"17220","54","26568","WV","Clarksburg, WV Micropolitan Statistical Area","Enterprise, WV",672.131,0.007 
"17220","54","26582","WV","Clarksburg, WV Micropolitan Statistical Area","Mannington, WV",55.434,0.001 
"17220","54","26591","WV","Clarksburg, WV Micropolitan Statistical Area","Worthington, WV",123.736,0.001 
"17260","28","38614","MS","Clarksdale, MS Micropolitan Statistical Area","Clarksdale, MS",18575.773,0.78 
"17260","28","38617","MS","Clarksdale, MS Micropolitan Statistical Area","Coahoma, MS",668.265,0.028 
"17260","28","38626","MS","Clarksdale, MS Micropolitan Statistical Area","Dundee, MS",310.461,0.013 
"17260","28","38630","MS","Clarksdale, MS Micropolitan Statistical Area","Farrell, MS",120.179,0.005 
"17260","28","38631","MS","Clarksdale, MS Micropolitan Statistical Area","Friars Point, MS",1189.039,0.05 
"17260","28","38639","MS","Clarksdale, MS Micropolitan Statistical Area","Jonestown, MS",1144.427,0.048 
"17260","28","38644","MS","Clarksdale, MS Micropolitan Statistical Area","Lula, MS",189.372,0.008 
"17260","28","38645","MS","Clarksdale, MS Micropolitan Statistical Area","Lyon, MS",1155.352,0.049 
"17260","28","38720","MS","Clarksdale, MS Micropolitan Statistical Area","Alligator, MS",276.775,0.012 
"17260","28","38767","MS","Clarksdale, MS Micropolitan Statistical Area","Rena Lara, MS (PO Boxes)",70.104,0.003 
"17260","28","38963","MS","Clarksdale, MS Micropolitan Statistical Area","Tutwiler, MS",109.253,0.005 
"17300","21","42211","KY","Clarksville, TN-KY Metropolitan Statistical Area","Cadiz, KY",13351.796,0.045 
"17300","21","42215","KY","Clarksville, TN-KY Metropolitan Statistical Area","Cerulean, KY",1281.268,0.004 
"17300","21","42217","KY","Clarksville, TN-KY Metropolitan Statistical Area","Crofton, KY",4027.707,0.014 
"17300","21","42223","KY","Clarksville, TN-KY Metropolitan Statistical Area","Fort Campbell North, KY",13388.188,0.045 
"17300","21","42232","KY","Clarksville, TN-KY Metropolitan Statistical Area","Gracey, KY",797.614,0.003 
"17300","21","42236","KY","Clarksville, TN-KY Metropolitan Statistical Area","Herndon, KY",911.254,0.003 
"17300","21","42240","KY","Clarksville, TN-KY Metropolitan Statistical Area","Hopkinsville, KY",41557.679,0.141 
"17300","21","42254","KY","Clarksville, TN-KY Metropolitan Statistical Area","LaFayette, KY",204.467,0.001 
"17300","21","42262","KY","Clarksville, TN-KY Metropolitan Statistical Area","Oak Grove, KY",8213.9,0.028 
"17300","21","42266","KY","Clarksville, TN-KY Metropolitan Statistical Area","Pembroke, KY",2387.079,0.008 
"17300","21","42408","KY","Clarksville, TN-KY Metropolitan Statistical Area","Dawson Springs, KY",315.994,0.001 
"17300","21","42442","KY","Clarksville, TN-KY Metropolitan Statistical Area","Nortonville, KY",75.33,0 
"17300","21","42453","KY","Clarksville, TN-KY Metropolitan Statistical Area","Saint Charles, KY",20.545,0 
"17300","21","42464","KY","Clarksville, TN-KY Metropolitan Statistical Area","White Plains, KY",82.178,0 
"17300","47","37010","TN","Clarksville, TN-KY Metropolitan Statistical Area","Adams, TN",3390.371,0.011 
"17300","47","37015","TN","Clarksville, TN-KY Metropolitan Statistical Area","Ashland City, TN",181.728,0.001 
"17300","47","37023","TN","Clarksville, TN-KY Metropolitan Statistical Area","Big Rock, TN",1791.699,0.006 
"17300","47","37028","TN","Clarksville, TN-KY Metropolitan Statistical Area","Bumpus Mills, TN",668.796,0.002 
"17300","47","37040","TN","Clarksville, TN-KY Metropolitan Statistical Area","Clarksville, TN",51024.797,0.173 
"17300","47","37042","TN","Clarksville, TN-KY Metropolitan Statistical Area","Clarksville, TN",76003.368,0.257 
"17300","47","37043","TN","Clarksville, TN-KY Metropolitan Statistical Area","Clarksville, TN",45152.697,0.153 
"17300","47","37050","TN","Clarksville, TN-KY Metropolitan Statistical Area","Cumberland City, TN",1261.454,0.004 
"17300","47","37051","TN","Clarksville, TN-KY Metropolitan Statistical Area","Cumberland Furnace, TN",1324.346,0.004 
"17300","47","37052","TN","Clarksville, TN-KY Metropolitan Statistical Area","Cunningham, TN",3016.692,0.01 
"17300","47","37058","TN","Clarksville, TN-KY Metropolitan Statistical Area","Dover, TN",7005.535,0.024 
"17300","47","37079","TN","Clarksville, TN-KY Metropolitan Statistical Area","Indian Mound, TN",2623.023,0.009 
"17300","47","37142","TN","Clarksville, TN-KY Metropolitan Statistical Area","Palmyra, TN",2160.297,0.007 
"17300","47","37171","TN","Clarksville, TN-KY Metropolitan Statistical Area","Southside, TN",1041.531,0.004 
"17300","47","37175","TN","Clarksville, TN-KY Metropolitan Statistical Area","Stewart, TN",379.908,0.001 
"17300","47","37178","TN","Clarksville, TN-KY Metropolitan Statistical Area","Tennessee Ridge, TN",336.376,0.001 
"17300","47","37191","TN","Clarksville, TN-KY Metropolitan Statistical Area","Woodlawn, TN",4565.927,0.015 
"17300","47","42223","TN","Clarksville, TN-KY Metropolitan Statistical Area","Fort Campbell North, KY",6987.458,0.024 
"17340","06","95422","CA","Clearlake, CA Micropolitan Statistical Area","Clearlake, CA",15452.685,0.241 
"17340","06","95423","CA","Clearlake, CA Micropolitan Statistical Area","Clearlake Oaks, CA",3715.188,0.058 
"17340","06","95426","CA","Clearlake, CA Micropolitan Statistical Area","Cobb, CA",2128.772,0.033 
"17340","06","95435","CA","Clearlake, CA Micropolitan Statistical Area","Finley, CA (PO Boxes)",81.304,0.001 
"17340","06","95443","CA","Clearlake, CA Micropolitan Statistical Area","Glenhaven, CA",231.022,0.004 
"17340","06","95451","CA","Clearlake, CA Micropolitan Statistical Area","Kelseyville, CA",11117.803,0.173 
"17340","06","95453","CA","Clearlake, CA Micropolitan Statistical Area","Lakeport, CA",11160.438,0.174 
"17340","06","95457","CA","Clearlake, CA Micropolitan Statistical Area","Lower Lake, CA",2868.439,0.045 
"17340","06","95458","CA","Clearlake, CA Micropolitan Statistical Area","Lucerne, CA",3077.647,0.048 
"17340","06","95461","CA","Clearlake, CA Micropolitan Statistical Area","Middletown, CA",3384.024,0.053 
"17340","06","95464","CA","Clearlake, CA Micropolitan Statistical Area","Nice, CA",2650.306,0.041 
"17340","06","95467","CA","Clearlake, CA Micropolitan Statistical Area","Hidden Valley Lake, CA",5451.322,0.085 
"17340","06","95469","CA","Clearlake, CA Micropolitan Statistical Area","Potter Valley, CA",59.491,0.001 
"17340","06","95485","CA","Clearlake, CA Micropolitan Statistical Area","Upper Lake, CA",2535.291,0.04 
"17340","06","95493","CA","Clearlake, CA Micropolitan Statistical Area","Witter Springs, CA",196.319,0.003 
"17340","06","99999","CA","Clearlake, CA Micropolitan Statistical Area","99999",5.949,0 
"17380","28","38614","MS","Cleveland, MS Micropolitan Statistical Area","Clarksdale, MS",14.381,0 
"17380","28","38702","MS","Cleveland, MS Micropolitan Statistical Area","Greenville, MS",0.959,0 
"17380","28","38703","MS","Cleveland, MS Micropolitan Statistical Area","Greenville, MS",107.382,0.003 
"17380","28","38720","MS","Cleveland, MS Micropolitan Statistical Area","Alligator, MS",280.918,0.009 
"17380","28","38725","MS","Cleveland, MS Micropolitan Statistical Area","Benoit, MS",956.847,0.029 
"17380","28","38726","MS","Cleveland, MS Micropolitan Statistical Area","Beulah, MS",510.062,0.016 
"17380","28","38730","MS","Cleveland, MS Micropolitan Statistical Area","Boyle, MS",1647.157,0.05 
"17380","28","38732","MS","Cleveland, MS Micropolitan Statistical Area","Cleveland, MS",16925.063,0.517 
"17380","28","38740","MS","Cleveland, MS Micropolitan Statistical Area","Duncan, MS",446.784,0.014 
"17380","28","38746","MS","Cleveland, MS Micropolitan Statistical Area","Gunnison, MS",590.599,0.018 
"17380","28","38759","MS","Cleveland, MS Micropolitan Statistical Area","Merigold, MS",848.506,0.026 
"17380","28","38762","MS","Cleveland, MS Micropolitan Statistical Area","Mound Bayou, MS",2197.487,0.067 
"17380","28","38764","MS","Cleveland, MS Micropolitan Statistical Area","Pace, MS",412.269,0.013 
"17380","28","38769","MS","Cleveland, MS Micropolitan Statistical Area","Rosedale, MS",2122.704,0.065 
"17380","28","38772","MS","Cleveland, MS Micropolitan Statistical Area","Scott, MS (PO Boxes)",174.495,0.005 
"17380","28","38773","MS","Cleveland, MS Micropolitan Statistical Area","Shaw, MS",2841.777,0.087 
"17380","28","38774","MS","Cleveland, MS Micropolitan Statistical Area","Shelby, MS",2418.003,0.074 
"17380","28","38781","MS","Cleveland, MS Micropolitan Statistical Area","Winstonville, MS",241.609,0.007 
"17420","47","37307","TN","Cleveland, TN Metropolitan Statistical Area","Benton, TN",4854.659,0.04 
"17420","47","37309","TN","Cleveland, TN Metropolitan Statistical Area","Calhoun, TN",282.109,0.002 
"17420","47","37310","TN","Cleveland, TN Metropolitan Statistical Area","Charleston, TN",4349.416,0.036 
"17420","47","37311","TN","Cleveland, TN Metropolitan Statistical Area","Cleveland, TN",28777.169,0.237 
"17420","47","37312","TN","Cleveland, TN Metropolitan Statistical Area","Cleveland, TN",32691.202,0.27 
"17420","47","37317","TN","Cleveland, TN Metropolitan Statistical Area","Copperhill, TN",2395.43,0.02 
"17420","47","37323","TN","Cleveland, TN Metropolitan Statistical Area","Cleveland, TN",32137.635,0.265 
"17420","47","37325","TN","Cleveland, TN Metropolitan Statistical Area","Delano, TN",1593.963,0.013 
"17420","47","37326","TN","Cleveland, TN Metropolitan Statistical Area","Ducktown, TN",465.529,0.004 
"17420","47","37333","TN","Cleveland, TN Metropolitan Statistical Area","Farner, TN",532.318,0.004 
"17420","47","37336","TN","Cleveland, TN Metropolitan Statistical Area","Georgetown, TN",1734.76,0.014 
"17420","47","37353","TN","Cleveland, TN Metropolitan Statistical Area","Mc Donald, TN",4061.852,0.033 
"17420","47","37361","TN","Cleveland, TN Metropolitan Statistical Area","Ocoee, TN",1473.344,0.012 
"17420","47","37362","TN","Cleveland, TN Metropolitan Statistical Area","Oldfort, TN",3442.42,0.028 
"17420","47","37369","TN","Cleveland, TN Metropolitan Statistical Area","Reliance, TN",877.228,0.007 
"17420","47","37391","TN","Cleveland, TN Metropolitan Statistical Area","Turtletown, TN",1592.966,0.013 
"17460","39","44001","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Amherst, OH",21114.213,0.01 
"17460","39","44011","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Avon, OH",21545.26,0.01 
"17460","39","44012","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Avon Lake, OH",22956.331,0.011 
"17460","39","44017","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Berea, OH",18700.431,0.009 
"17460","39","44021","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Burton, OH",6490.3,0.003 
"17460","39","44022","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Chagrin Falls, OH",16285.702,0.008 
"17460","39","44023","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Chagrin Falls, OH",17475.667,0.009 
"17460","39","44024","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Chardon, OH",23722.682,0.012 
"17460","39","44026","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Chesterland, OH",11195.868,0.005 
"17460","39","44028","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Columbia Station, OH",8607.735,0.004 
"17460","39","44035","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Elyria, OH",65331.15,0.032 
"17460","39","44039","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","North Ridgeville, OH",30054.383,0.015 
"17460","39","44040","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Gates Mills, OH",2947.409,0.001 
"17460","39","44041","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Geneva, OH",87.454,0 
"17460","39","44044","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Grafton, OH",16216.13,0.008 
"17460","39","44045","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Grand River, OH",419.382,0 
"17460","39","44046","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Huntsburg, OH",2237.965,0.001 
"17460","39","44049","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Kipton, OH",241.956,0 
"17460","39","44050","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Lagrange, OH",6219.691,0.003 
"17460","39","44052","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Lorain, OH",30346.153,0.015 
"17460","39","44053","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Lorain, OH",18559.443,0.009 
"17460","39","44054","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Sheffield Lake, OH",12800.282,0.006 
"17460","39","44055","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Lorain, OH",20175.871,0.01 
"17460","39","44057","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","North Madison, OH",19801.308,0.01 
"17460","39","44060","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Mentor, OH",59838.862,0.029 
"17460","39","44062","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Middlefield, OH",11504.067,0.006 
"17460","39","44064","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Montville, OH",1642.719,0.001 
"17460","39","44065","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Newbury, OH",4464.851,0.002 
"17460","39","44070","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","North Olmsted, OH",32111.142,0.016 
"17460","39","44072","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Novelty, OH",4414.492,0.002 
"17460","39","44074","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Oberlin, OH",11873.123,0.006 
"17460","39","44077","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Painesville, OH",56140.573,0.027 
"17460","39","44080","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Parkman, OH (PO Boxes)",227.624,0 
"17460","39","44081","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Perry, OH",7044.031,0.003 
"17460","39","44086","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Thompson, OH",2399.167,0.001 
"17460","39","44089","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Vermilion, OH",6660.904,0.003 
"17460","39","44090","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Wellington, OH",11695.214,0.006 
"17460","39","44092","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Wickliffe, OH",16730.568,0.008 
"17460","39","44094","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Willoughby, OH",35015.435,0.017 
"17460","39","44095","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Eastlake, OH",33370.701,0.016 
"17460","39","44099","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Windsor, OH",405.896,0 
"17460","39","44101","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",551.419,0 
"17460","39","44102","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",43932.009,0.021 
"17460","39","44103","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",17687.382,0.009 
"17460","39","44104","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",22095.807,0.011 
"17460","39","44105","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",39125.39,0.019 
"17460","39","44106","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",26249.507,0.013 
"17460","39","44107","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Lakewood, OH",50988.223,0.025 
"17460","39","44108","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",25061.76,0.012 
"17460","39","44109","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",39669.001,0.019 
"17460","39","44110","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",19651.996,0.01 
"17460","39","44111","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",38821.865,0.019 
"17460","39","44112","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","East Cleveland, OH",22518.4,0.011 
"17460","39","44113","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",18751.182,0.009 
"17460","39","44114","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",5099.408,0.002 
"17460","39","44115","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",8107.327,0.004 
"17460","39","44116","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Rocky River, OH",19780.823,0.01 
"17460","39","44117","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Euclid, OH",9978.248,0.005 
"17460","39","44118","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland Heights, OH",39466.001,0.019 
"17460","39","44119","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",12181.973,0.006 
"17460","39","44120","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",37277.891,0.018 
"17460","39","44121","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","South Euclid, OH",32421.498,0.016 
"17460","39","44122","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Shaker Heights, OH",33238.38,0.016 
"17460","39","44123","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Euclid, OH",17213.063,0.008 
"17460","39","44124","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Mayfield Heights, OH",37361.824,0.018 
"17460","39","44125","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Garfield Heights, OH",28039.424,0.014 
"17460","39","44126","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Fairview Park, OH",16367.879,0.008 
"17460","39","44127","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",5451.731,0.003 
"17460","39","44128","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",28570.348,0.014 
"17460","39","44129","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Parma, OH",28390.77,0.014 
"17460","39","44130","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Parma Heights, OH",49421.802,0.024 
"17460","39","44131","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Seven Hills, OH",19976.991,0.01 
"17460","39","44132","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Euclid, OH",13732.779,0.007 
"17460","39","44133","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","North Royalton, OH",29663.426,0.014 
"17460","39","44134","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Parma, OH",37867.373,0.018 
"17460","39","44135","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Cleveland, OH",26215.348,0.013 
"17460","39","44136","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Strongsville, OH",24994.301,0.012 
"17460","39","44137","OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area","Maple Heights, OH",22681.385,0.011 
